file_id,path,filename,source_key,source_priority,curated,sha256,size_bytes,format,width,height,thumbnail,preview
file_b2efc4b2e87ff530,C:\GitHub\httpssgphs.org\images\timeline\desert-sun-1939.jpg,desert-sun-1939.jpg,sgphs-timeline,80,False,0d92e3f989a3ac52f54fae28ae139b7c64559a2f902365cd6ecf32640918b600,139419,JPEG,699,393,assets/thumbs/file_b2efc4b2e87ff530.jpg,assets/previews/file_b2efc4b2e87ff530.jpg
file_70127c4bb43d1fb5,C:\GitHub\httpssgphs.org\images\timeline\edgar-canyon-well-1908.jpg,edgar-canyon-well-1908.jpg,sgphs-timeline,80,False,667e5531c4139eee8cdba37f62dc9a2fb215045f8731638dd6bfc2b29017548c,71296,JPEG,500,389,assets/thumbs/file_70127c4bb43d1fb5.jpg,assets/previews/file_70127c4bb43d1fb5.jpg
file_ba7bc8aa7a702431,C:\GitHub\httpssgphs.org\images\timeline\egan-avenue-1907.jpg,egan-avenue-1907.jpg,sgphs-timeline,80,False,99ccf772fbda39d2dcad415a68ce1f2e1655c591c5ce55b7fc1d3cf35d09359a,127260,JPEG,960,752,assets/thumbs/file_ba7bc8aa7a702431.jpg,assets/previews/file_ba7bc8aa7a702431.jpg
file_301d5af2f1e658a1,C:\GitHub\httpssgphs.org\images\timeline\egan-avenue-1915.jpg,egan-avenue-1915.jpg,sgphs-timeline,80,False,0362a873319caf6a9ca27905a3052ecce0e0b2083c035e21b88f42cdabfcd07e,193511,JPEG,1105,658,assets/thumbs/file_301d5af2f1e658a1.jpg,assets/previews/file_301d5af2f1e658a1.jpg
file_a2d68236077282d5,C:\GitHub\httpssgphs.org\images\timeline\egan-avenue-early-days.jpg,egan-avenue-early-days.jpg,sgphs-timeline,80,False,6a9da8fd0749cc748baf0c4f14612c798e7227aa5bb6d2a07c240c1c076c2ccb,59954,JPEG,500,394,assets/thumbs/file_a2d68236077282d5.jpg,assets/previews/file_a2d68236077282d5.jpg
file_707026ab26daecc6,C:\GitHub\httpssgphs.org\images\timeline\estrada-family-1940s.jpg,estrada-family-1940s.jpg,sgphs-timeline,80,False,03e8835b1d5b27ec3d95744945a8e53fe00399e9911881c03b99014ba2d95239,412664,JPEG,1596,2071,assets/thumbs/file_707026ab26daecc6.jpg,assets/previews/file_707026ab26daecc6.jpg
file_1e37f114b207bc9c,C:\GitHub\httpssgphs.org\images\timeline\estrada-road-2021.jpg,estrada-road-2021.jpg,sgphs-timeline,80,False,ca1a5a6d39cb025018e589774e3128972ba8024afc4a43254a59bb184120ecd5,999237,JPEG,2683,1844,assets/thumbs/file_1e37f114b207bc9c.jpg,assets/previews/file_1e37f114b207bc9c.jpg
file_9e089b54965e6eed,C:\GitHub\httpssgphs.org\images\timeline\eucalyptus-1900.jpg,eucalyptus-1900.jpg,sgphs-timeline,80,False,d2382afb30740c3cac9566d076251e6b27631397f2185e404490d5a48c8e5554,720595,JPEG,1024,805,assets/thumbs/file_9e089b54965e6eed.jpg,assets/previews/file_9e089b54965e6eed.jpg
file_bccacb5a76ec852e,C:\GitHub\httpssgphs.org\images\timeline\fifth-street-1910.jpg,fifth-street-1910.jpg,sgphs-timeline,80,False,74663a48c849280fd6e3c42bf3c74d843b7d81611a0e84bfde44589439350ab3,3091567,MPO,4032,3024,assets/thumbs/file_bccacb5a76ec852e.jpg,assets/previews/file_bccacb5a76ec852e.jpg
file_606a10f569122505,C:\GitHub\httpssgphs.org\images\timeline\fifth-street-1925.jpg,fifth-street-1925.jpg,sgphs-timeline,80,False,410b59a70f2e69f0fa00a73768279e904220a8d10cf25b9803e49a24ed245b24,190442,JPEG,956,602,assets/thumbs/file_606a10f569122505.jpg,assets/previews/file_606a10f569122505.jpg
file_cbf208e0c55467a6,C:\GitHub\httpssgphs.org\images\timeline\fifth-street-1949.jpg,fifth-street-1949.jpg,sgphs-timeline,80,False,987de4632c9cd7a4b647dc5cb3cd6bcf74bb54e5ad56f00700292ebca0103ff5,176832,JPEG,1200,700,assets/thumbs/file_cbf208e0c55467a6.jpg,assets/previews/file_cbf208e0c55467a6.jpg
file_25c0cb94257addef,C:\GitHub\httpssgphs.org\images\timeline\fire-chief-1968.jpg,fire-chief-1968.jpg,sgphs-timeline,80,False,be12d3995388e35ec00ca968b54b996816af1ace3201173dfab8305fbd97f1a4,3257678,JPEG,2621,2720,assets/thumbs/file_25c0cb94257addef.jpg,assets/previews/file_25c0cb94257addef.jpg
file_2b565e14d1338329,C:\GitHub\httpssgphs.org\images\timeline\fire-dept-1960.jpg,fire-dept-1960.jpg,sgphs-timeline,80,False,32f81957dd435ce1834580ca6e30f5c6254df1af6910988a8574272ae3462ec2,473180,JPEG,1884,904,assets/thumbs/file_2b565e14d1338329.jpg,assets/previews/file_2b565e14d1338329.jpg
file_608bbe1d9cc6c514,C:\GitHub\httpssgphs.org\images\timeline\fire-dept-1976.jpg,fire-dept-1976.jpg,sgphs-timeline,80,False,f29a6a65ed45d50656e3d0a16de13ae0071265b7ea12f542e1b34bf7a230029f,164061,JPEG,590,472,assets/thumbs/file_608bbe1d9cc6c514.jpg,assets/previews/file_608bbe1d9cc6c514.jpg
file_4a38fb82984fa14d,C:\GitHub\httpssgphs.org\images\timeline\fire-station-1969.jpg,fire-station-1969.jpg,sgphs-timeline,80,False,810036d2d18cc4617f88cb5b4acca7fb8a5184ff14c4050c15e73f555280ac46,2214437,JPEG,3557,1889,assets/thumbs/file_4a38fb82984fa14d.jpg,assets/previews/file_4a38fb82984fa14d.jpg
file_eb0a7c549049bc0e,C:\GitHub\httpssgphs.org\images\timeline\first-christian-church-1930.jpg,first-christian-church-1930.jpg,sgphs-timeline,80,False,b79c45e313a0825a54b4d2f62903c2c88713b688f54b591d4d9309c975862802,218682,JPEG,862,607,assets/thumbs/file_eb0a7c549049bc0e.jpg,assets/previews/file_eb0a7c549049bc0e.jpg
file_49b95f43d5df4012,C:\GitHub\httpssgphs.org\images\timeline\gateway-gazette-1908.jpg,gateway-gazette-1908.jpg,sgphs-timeline,80,False,31d96f386ee2db52c8d8d16d78fb99a987d48af6dc890c82622b72d2daf49d74,9565,JPEG,170,214,assets/thumbs/file_49b95f43d5df4012.jpg,assets/previews/file_49b95f43d5df4012.jpg
file_9bc1746066487deb,C:\GitHub\httpssgphs.org\images\timeline\hotel-beaumont-1888.jpg,hotel-beaumont-1888.jpg,sgphs-timeline,80,False,d1f9fa3d9eb0c40f9ec575bd28f338c630a4be9277580262961d3fa16fd15562,512433,JPEG,1024,699,assets/thumbs/file_9bc1746066487deb.jpg,assets/previews/file_9bc1746066487deb.jpg
file_8f16fc0117d70ff6,C:\GitHub\httpssgphs.org\images\timeline\hotel-fire-1909.jpg,hotel-fire-1909.jpg,sgphs-timeline,80,False,7aa9aec755c7e0757c855f479b2ef5f9e6ed6a98d9e4af2aaa4d8305b69f831e,83039,JPEG,629,375,assets/thumbs/file_8f16fc0117d70ff6.jpg,assets/previews/file_8f16fc0117d70ff6.jpg
file_2e06bc8d8ba9606c,C:\GitHub\httpssgphs.org\images\timeline\laura-may-stewart-1911.jpg,laura-may-stewart-1911.jpg,sgphs-timeline,80,False,d6ac1c34e02cccfb02409c4f50951d87a4ab374b896aca7e4ba5be15061bd2bb,63786,JPEG,720,987,assets/thumbs/file_2e06bc8d8ba9606c.jpg,assets/previews/file_2e06bc8d8ba9606c.jpg
file_234daadce4f118e6,C:\GitHub\httpssgphs.org\images\timeline\mccoy-house-1987.jpg,mccoy-house-1987.jpg,sgphs-timeline,80,False,71fc99285607c485b39f950ce1e17e7e1fb4c630cfdd34acb0082548cbe3b5cd,2642958,JPEG,3024,4032,assets/thumbs/file_234daadce4f118e6.jpg,assets/previews/file_234daadce4f118e6.jpg
file_cfffa3785397ee75,C:\GitHub\httpssgphs.org\images\timeline\post-office-1890s.jpg,post-office-1890s.jpg,sgphs-timeline,80,False,e1aa057f07a9c1d5516128e44589c89710f4f15c6ccd48b2c1cbc5c114e686e5,62875,JPEG,500,355,assets/thumbs/file_cfffa3785397ee75.jpg,assets/previews/file_cfffa3785397ee75.jpg
file_6cdaa20c842dae91,C:\GitHub\httpssgphs.org\images\timeline\railroad-workers-1890s.jpg,railroad-workers-1890s.jpg,sgphs-timeline,80,False,e99002fbc0634361ecd556153cfaf309310f30b4c4467fa028c817544dc413f1,56525,JPEG,500,335,assets/thumbs/file_6cdaa20c842dae91.jpg,assets/previews/file_6cdaa20c842dae91.jpg
file_be5479c722bc34f0,C:\GitHub\httpssgphs.org\images\timeline\sp-demo-train-1909.jpg,sp-demo-train-1909.jpg,sgphs-timeline,80,False,2c0b6bd34aae6d908926bc4a585f68092f19ca41505675f3ece2f3ee3bb3f46e,51838,JPEG,500,419,assets/thumbs/file_be5479c722bc34f0.jpg,assets/previews/file_be5479c722bc34f0.jpg
file_3017aa80d1cfd66f,C:\GitHub\httpssgphs.org\images\timeline\summit-house-1890s.jpg,summit-house-1890s.jpg,sgphs-timeline,80,False,7879313d6c059db9bd62765c24f42a1b69539c9c08e702c3ce6ff8213fe63643,64973,JPEG,500,337,assets/thumbs/file_3017aa80d1cfd66f.jpg,assets/previews/file_3017aa80d1cfd66f.jpg
file_0e922b765426454a,C:\GitHub\httpssgphs.org\images\timeline\sunnyslope-cemetery-1960s.jpg,sunnyslope-cemetery-1960s.jpg,sgphs-timeline,80,False,339355d4ff8384585b4eaa371c6488fd2534b774266572b9fbe95c5b3bd16b54,2359630,JPEG,3024,4032,assets/thumbs/file_0e922b765426454a.jpg,assets/previews/file_0e922b765426454a.jpg
file_a5f569fa3541715f,C:\GitHub\httpssgphs.org\images\timeline\sunset-plaza-hotel-1948.jpg,sunset-plaza-hotel-1948.jpg,sgphs-timeline,80,False,d1fab3fdf2acc09911c7aca0a75c505cd1a4d52840da8838e461e5a914252641,64400,JPEG,500,403,assets/thumbs/file_a5f569fa3541715f.jpg,assets/previews/file_a5f569fa3541715f.jpg
file_b9dd258cb0de2b18,C:\GitHub\httpssgphs.org\images\timeline\tracy-caldwell-dyson-2023.jpg,tracy-caldwell-dyson-2023.jpg,sgphs-timeline,80,False,a8a5ae6dd29f571a9fb1be890617d761960f0b13d467b1731044d9269ba87655,2190115,JPEG,3871,4838,assets/thumbs/file_b9dd258cb0de2b18.jpg,assets/previews/file_b9dd258cb0de2b18.jpg
file_e02348a0eef821d1,C:\GitHub\httpssgphs.org\images\timeline\wctu-fountain-1910.jpg,wctu-fountain-1910.jpg,sgphs-timeline,80,False,604610e9ec0abc06802959a26f8eabf89aa69f4de73969a1543e9a58ca5cd422,5775491,JPEG,6926,4236,assets/thumbs/file_e02348a0eef821d1.jpg,assets/previews/file_e02348a0eef821d1.jpg
file_dad8d6f3d912fe48,C:\GitHub\httpssgphs.org\images\timeline\wellwood-school-1890.jpg,wellwood-school-1890.jpg,sgphs-timeline,80,False,5d409187aacce4ad385b4702bc857fb0d5c6128d3dfe15e85edcd7fe95bea6f5,1406280,JPEG,3594,2227,assets/thumbs/file_dad8d6f3d912fe48.jpg,assets/previews/file_dad8d6f3d912fe48.jpg
file_20c46e4fd773f110,C:\GitHub\httpssgphs.org\images\timeline\wellwood-school-1916.jpg,wellwood-school-1916.jpg,sgphs-timeline,80,False,4f3710f0bc0ce0e4cf8441c2f06a10855818dab7441a6b5ffb6baba74c312c0f,3107603,JPEG,4032,3024,assets/thumbs/file_20c46e4fd773f110.jpg,assets/previews/file_20c46e4fd773f110.jpg
file_eb4021f72b25f094,C:\GitHub\httpssgphs.org\images\timeline\wellwood-school-1921.jpg,wellwood-school-1921.jpg,sgphs-timeline,80,False,0423be5679015e8a17725147073ae25a59595cd8f2f1acbd46632cace8f782b6,40167,JPEG,500,357,assets/thumbs/file_eb4021f72b25f094.jpg,assets/previews/file_eb4021f72b25f094.jpg
file_8641735b44661932,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont city 2012 100th anniversary centennial\Record_Gazette_2012_11_23_1 (1).jpg,Record_Gazette_2012_11_23_1 (1).jpg,bld-historical-photos,70,False,36b96996757d5448560efa7fceacd333f4562ad64ef3519a52d44ee0e8af1303,517701,JPEG,1728,1562,assets/thumbs/file_8641735b44661932.jpg,assets/previews/file_8641735b44661932.jpg
file_730c37d161caecc0,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont city 2012 100th anniversary centennial\Record_Gazette_2012_11_23_1.jpg,Record_Gazette_2012_11_23_1.jpg,bld-historical-photos,70,False,19a1bf88a404843676a12a459da8ededc95f2ac8329cf9c622d94e88807793c7,541372,JPEG,1762,1570,assets/thumbs/file_730c37d161caecc0.jpg,assets/previews/file_730c37d161caecc0.jpg
file_d8efd7ae506580fc,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont city 2012 100th anniversary centennial\Record_Gazette_2012_11_23_2.jpg,Record_Gazette_2012_11_23_2.jpg,bld-historical-photos,70,False,b25fab15645965cf2c5939d4aabc1ff4a2d9b49bf4099ab6bd50c237fd83cff1,463447,JPEG,1810,1858,assets/thumbs/file_d8efd7ae506580fc.jpg,assets/previews/file_d8efd7ae506580fc.jpg
file_e14c4a9d82b7c83a,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Fire Department 1971 from Calisphere.png,Beaumont City Fire Department 1971 from Calisphere.png,bld-historical-photos,70,False,99513d3e3cd01fb108eb62b333d03e8ce1798697cec8615b8afc7bc768f7b0e6,1352840,PNG,1594,1050,assets/thumbs/file_e14c4a9d82b7c83a.jpg,assets/previews/file_e14c4a9d82b7c83a.jpg
file_1661f4590fa856dc,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Fire Department badge 1970s.jpg,Beaumont City Fire Department badge 1970s.jpg,bld-historical-photos,70,False,b66b794b7bd2e54994211402cf41288116bbc0e9409edc104ce39bc400e2e6ef,4547108,JPEG,3024,4032,assets/thumbs/file_1661f4590fa856dc.jpg,assets/previews/file_1661f4590fa856dc.jpg
file_558ae0bb4f00b8fc,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Fire Department Fire Chief Clarence Pappy Lewis, left, fireman Ray Samson, right circa early 1960s.jpg","Beaumont City Fire Department Fire Chief Clarence Pappy Lewis, left, fireman Ray Samson, right circa early 1960s.jpg",bld-historical-photos,70,False,d5cdd7d4bf3b614c2a81d23fbbdaeab755f13ce0b5d7b5b432c5dee7ad0baa19,1315261,JPEG,2728,2342,assets/thumbs/file_558ae0bb4f00b8fc.jpg,assets/previews/file_558ae0bb4f00b8fc.jpg
file_2b1733f67e46926c,"X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Hall, Fire Department, Police Station, Courthouse photo from Calisphere.jpg","Beaumont City Hall, Fire Department, Police Station, Courthouse photo from Calisphere.jpg",bld-historical-photos,70,False,dc7a08e22048372a058cd577732e5ce4900e63e3476f7c6357c0813ea95cf1cd,499063,JPEG,1024,743,assets/thumbs/file_2b1733f67e46926c.jpg,assets/previews/file_2b1733f67e46926c.jpg
file_1ddeef3828b3d591,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont City Volunteer Fire Department 1973.jpg,Beaumont City Volunteer Fire Department 1973.jpg,bld-historical-photos,70,False,5b7010d5b0b03782844eae6f44efdedaef734a2815415f1ffa8d68525e56c5ae,937276,JPEG,1492,1141,assets/thumbs/file_1ddeef3828b3d591.jpg,assets/previews/file_1ddeef3828b3d591.jpg
file_d2ae29e052aa5d40,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department 1972.jpg,Beaumont Fire Department 1972.jpg,bld-historical-photos,70,False,a420d0de8a162db441677a2d7f6e4f56931bdcb8cb957bde29c23456a2b70093,532570,JPEG,1917,1557,assets/thumbs/file_d2ae29e052aa5d40.jpg,assets/previews/file_d2ae29e052aa5d40.jpg
file_c01f872ddcd6e8e7,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department at 500 Grace.jpg,Beaumont Fire Department at 500 Grace.jpg,bld-historical-photos,70,False,25ea652e1ed51f9c527584d0876d5a87d88b3d32f80c6419b0f5830f3ceb80df,7619725,MPO,4756,2511,assets/thumbs/file_c01f872ddcd6e8e7.jpg,assets/previews/file_c01f872ddcd6e8e7.jpg
file_2355974dafe58b8e,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department chief in 4-30-68 Record-Gazette newspaper.jpg,Beaumont Fire Department chief in 4-30-68 Record-Gazette newspaper.jpg,bld-historical-photos,70,False,be12d3995388e35ec00ca968b54b996816af1ace3201173dfab8305fbd97f1a4,3257678,JPEG,2621,2720,assets/thumbs/file_2355974dafe58b8e.jpg,assets/previews/file_2355974dafe58b8e.jpg
file_78418ba57bf11eaf,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department photo from Calisphere.jpg,Beaumont Fire Department photo from Calisphere.jpg,bld-historical-photos,70,False,56e0621d95b74a31d97581e81a3b40f2cc3f892c95e10f984fbe524b944ccba1,496347,JPEG,1024,700,assets/thumbs/file_78418ba57bf11eaf.jpg,assets/previews/file_78418ba57bf11eaf.jpg
file_3e1b299dde3ce0b1,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department Public Safety Demonstration Engineer John McLaughlin with bullhorn early 1980s.jpg,Beaumont Fire Department Public Safety Demonstration Engineer John McLaughlin with bullhorn early 1980s.jpg,bld-historical-photos,70,False,e1f8f1ea75baf483e071de0635a7005f91fd1c195609475e61dd397023c46127,120647,JPEG,667,534,assets/thumbs/file_3e1b299dde3ce0b1.jpg,assets/previews/file_3e1b299dde3ce0b1.jpg
file_41263f69278d5914,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department vintage LaFrance fire engine in Cherry Festival parade late 1970s.jpg,Beaumont Fire Department vintage LaFrance fire engine in Cherry Festival parade late 1970s.jpg,bld-historical-photos,70,False,3f2b7f7d94ea15d08255d443ec96336b0e3239164a8ffaa082f7f84572ae899c,1868759,JPEG,3678,2488,assets/thumbs/file_41263f69278d5914.jpg,assets/previews/file_41263f69278d5914.jpg
file_8fd9d7ff7b968db5,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department Volunteers late 1980s.jpg,Beaumont Fire Department Volunteers late 1980s.jpg,bld-historical-photos,70,False,0b45bf76bc2cb464328395126ed26a78af87c52e21fc08e501468c8f31877582,88896,JPEG,609,487,assets/thumbs/file_8fd9d7ff7b968db5.jpg,assets/previews/file_8fd9d7ff7b968db5.jpg
file_9a5f46d65e85914f,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department with LaFrance fire engine used for parades photo from Calisphere dated 1971.jpg,Beaumont Fire Department with LaFrance fire engine used for parades photo from Calisphere dated 1971.jpg,bld-historical-photos,70,False,8260deea62a2b379e3a2459838b27e7710fbdb9657059a4ab2763fd2eec21d8e,360022,JPEG,1024,409,assets/thumbs/file_9a5f46d65e85914f.jpg,assets/previews/file_9a5f46d65e85914f.jpg
file_92a4d87125e15569,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Fire Department with old hose cart photo from Calisphere.jpg,Beaumont Fire Department with old hose cart photo from Calisphere.jpg,bld-historical-photos,70,False,56e0621d95b74a31d97581e81a3b40f2cc3f892c95e10f984fbe524b944ccba1,496347,JPEG,1024,700,assets/thumbs/file_92a4d87125e15569.jpg,assets/previews/file_92a4d87125e15569.jpg
file_8316ab83ed429ec1,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Volunteer Fire Department car plate from 1970s.jpg,Beaumont Volunteer Fire Department car plate from 1970s.jpg,bld-historical-photos,70,False,8aa863bd71f9d82b0e3db553de341b3e22b2cb99c7c98da6d78f987048d2f429,463276,JPEG,2895,1057,assets/thumbs/file_8316ab83ed429ec1.jpg,assets/previews/file_8316ab83ed429ec1.jpg
file_380405d0e9f540d5,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Volunteer Fire Department Cherry Festival Taco Booth early 1980s.jpg,Beaumont Volunteer Fire Department Cherry Festival Taco Booth early 1980s.jpg,bld-historical-photos,70,False,e4dc0c3bfd516c6c30196141b3161a404d23b27474ae21cde133272394ac7fba,273139,JPEG,858,686,assets/thumbs/file_380405d0e9f540d5.jpg,assets/previews/file_380405d0e9f540d5.jpg
file_b272ec3ba0ef43b0,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Volunteer Fire Department late 1950s or early 1960s.jpg,Beaumont Volunteer Fire Department late 1950s or early 1960s.jpg,bld-historical-photos,70,False,32f81957dd435ce1834580ca6e30f5c6254df1af6910988a8574272ae3462ec2,473180,JPEG,1884,904,assets/thumbs/file_b272ec3ba0ef43b0.jpg,assets/previews/file_b272ec3ba0ef43b0.jpg
file_8d1f932ec5f0fca0,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Volunteer Firefighter Scott Karnitz memorial at Beaumont Fire Station AAA.jpg,Beaumont Volunteer Firefighter Scott Karnitz memorial at Beaumont Fire Station AAA.jpg,bld-historical-photos,70,False,febe871c49176f7fa4539c5ba5e79c2c002ce7c71d6c6fa114b28734aac23914,3888428,JPEG,3024,4032,assets/thumbs/file_8d1f932ec5f0fca0.jpg,assets/previews/file_8d1f932ec5f0fca0.jpg
file_45e590326a1b8ffb,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Beaumont Volunteer Firefighter Scott Karnitz memorial at Beaumont Fire Station BBB.jpg,Beaumont Volunteer Firefighter Scott Karnitz memorial at Beaumont Fire Station BBB.jpg,bld-historical-photos,70,False,e27c37af2ca1610f22287880f91e7d3dd07616c3c342476850f6bac608bad561,3769683,JPEG,3024,4032,assets/thumbs/file_45e590326a1b8ffb.jpg,assets/previews/file_45e590326a1b8ffb.jpg
file_24a63524443dc5c1,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Building Beaumont Fire Station on Maple Ave. in 3-21-69 Record-Gazette newspaper 2.jpg,Building Beaumont Fire Station on Maple Ave. in 3-21-69 Record-Gazette newspaper 2.jpg,bld-historical-photos,70,False,88f49fd40a4ed3f6d84b86365d717a97552ec17e513245633cd6fb54f8e6d16c,2154774,JPEG,3465,2311,assets/thumbs/file_24a63524443dc5c1.jpg,assets/previews/file_24a63524443dc5c1.jpg
file_2afac9bfcf74e668,X:\My Drive\Projects\Beaumont Library District\historical photos\Beaumont historical photos for BLD\Beaumont Fire Department vintage photos\Building Beaumont Fire Station on Maple Ave. in 3-21-69 Record-Gazette newspaper.jpg,Building Beaumont Fire Station on Maple Ave. in 3-21-69 Record-Gazette newspaper.jpg,bld-historical-photos,70,False,810036d2d18cc4617f88cb5b4acca7fb8a5184ff14c4050c15e73f555280ac46,2214437,JPEG,3557,1889,assets/thumbs/file_2afac9bfcf74e668.jpg,assets/previews/file_2afac9bfcf74e668.jpg
